"UID","Title","Service","Type","Date Initiated","Date Resolved","Action Taken",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8294"", ""8294"")","Access Ortho PA","","02. Consult Service - Access/Alerts","12/15/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8289"", ""8289"")","Consult service","","02. Consult Service - Access/Alerts","12/15/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8287"", ""8287"")","12.15.23--Leana Smith--RDG-MED MGMT+MED TRANSFER Full Access","","02. Consult Service - Access/Alerts","12/15/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8286"", ""8286"")","Consult Access - Nursing Skilled","","02. Consult Service - Access/Alerts","12/15/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8285"", ""8285"")","Update Women Veterans Program Social Work Consult","","05. Consult Service - Template","12/15/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8284"", ""8284"")","need vista imaging display access","","12. Other Request or Inquiry","12/15/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8283"", ""8283"")","Primary care outpatient order menu Update","","06. CPRS Menu, Order, or Order Set - Change","12/15/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8282"", ""8282"")","ED Order Set Update","","06. CPRS Menu, Order, or Order Set - Change","12/15/2023","12/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8280"", ""8280"")","VA-CRC GAP/LETTER DIALOGS AND FOLLOW-UP REMINDER UPDATE Update to existing Dialog Templates and Re","","15. **FOR CAC USE ONLY**","12/15/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8279"", ""8279"")","Consult admin access - Johl","","02. Consult Service - Access/Alerts","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8278"", ""8278"")","Clarification on Surrogacy","","12. Other Request or Inquiry","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8277"", ""8277"")","Please add Natalizumab (Tysabri) Order Set in CPRS","","07. CPRS Menu, Order, or Order Set - New","12/14/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8276"", ""8276"")","Separate PACT SW Consult from Social Work Services (SWS) consult and sub-menu (Stockton)","","03. Consult Service - Change","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8275"", ""8275"")","Separate PACT SW Consult from Social Work Services (SWS) consult and sub-menu (Modesto)","","03. Consult Service - Change","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8274"", ""8274"")","Please remove staff from receiving consults","","02. Consult Service - Access/Alerts","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8273"", ""8273"")","NEW: SIERRA FOOTHILLS VA CLINIC ORDER SET","","12. Other Request or Inquiry","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8271"", ""8271"")","New PA Ortho Surgical Servcie","","02. Consult Service - Access/Alerts","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8270"", ""8270"")","Add OT clinic's for Norcal to PM&R Section Chief Victoria Garrett","","02. Consult Service - Access/Alerts","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8269"", ""8269"")","Incorrect MD for CXR - ED patient 09/20/2023","","12. Other Request or Inquiry","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8266"", ""8266"")","12/14/23 CONSULT SERVICE ACCESS FOR CHIEF OF MED","","02. Consult Service - Access/Alerts","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8265"", ""8265"")","Consult Service - Access/Alerts (Arruda)","","02. Consult Service - Access/Alerts","12/14/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8264"", ""8264"")","Consult Service- Access","","02. Consult Service - Access/Alerts","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8261"", ""8261"")","COVID-19 Vaccine-Clinical Reminder- Occupational Health- Unable to enter historical vaccine","","01. Clinical Reminder - Troubleshooting/Questions","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8260"", ""8260"")","please remove alerts","","02. Consult Service - Access/Alerts","12/14/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8259"", ""8259"")","Simethicone Tab, Chewable","","06. CPRS Menu, Order, or Order Set - Change","12/13/2023","12/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8257"", ""8257"")","MSA INDYA LEE","","02. Consult Service - Access/Alerts","12/13/2023","12/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8255"", ""8255"")","Unable to Edit and Sign notes","","12. Other Request or Inquiry","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8254"", ""8254"")","EYE SURGERY LATERALITY CHANGW","","06. CPRS Menu, Order, or Order Set - Change","12/13/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8253"", ""8253"")","Bowel and Bladder Assessment","","09. Note - Template Request","12/13/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8252"", ""8252"")","Unwarranted alerts","","12. Other Request or Inquiry","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8248"", ""8248"")","Add consult alerts","","02. Consult Service - Access/Alerts","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8247"", ""8247"")","double address on AUB letters","","12. Other Request or Inquiry","12/13/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8246"", ""8246"")","Request for Radiology Imaging Orders","","12. Other Request or Inquiry","12/13/2023","12/19/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8245"", ""8245"")","Remove view alerts for Dr. Spangler and Holly Keene MH GMH MED MANAGEMENT MTZ 612GF OUTPT MH GMH MED","","02. Consult Service - Access/Alerts","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8244"", ""8244"")","Holly Keene also needs admin/clinical privileges for : MH GMH GROUP THERAPY MTZ 612GF OUTPT","","02. Consult Service - Access/Alerts","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8243"", ""8243"")","PULIDO - Neuro Telehealth Alert Removal Request","","02. Consult Service - Access/Alerts","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8242"", ""8242"")","Remove templates","","09. Note - Template Request","12/13/2023","12/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8241"", ""8241"")","Harring Access Request","","02. Consult Service - Access/Alerts","12/13/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8240"", ""8240"")","question on how to delete ""order requires e signature""","","12. Other Request or Inquiry","12/13/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8238"", ""8238"")","Request new note title ""CLC/CREC Hospice Social Work Discharge Note""","","08. Note - New Title","12/12/2023","12/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8237"", ""8237"")","Request new note title ""CLC/CREC Hospice Telephone Note""","","08. Note - New Title","12/12/2023","12/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8236"", ""8236"")","Request New Note Title ""CLC/CREC Hospice Social Work Multi-disciplinary Care Conference""","","08. Note - New Title","12/12/2023","12/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8235"", ""8235"")","Create New Note Title ""CLC/CREC Hospice Social Work Annual Assessment Note""","","08. Note - New Title","12/12/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8234"", ""8234"")","Request for new note title ""CLC/CREC Hospice Social Work Quarterly Note""","","08. Note - New Title","12/12/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8233"", ""8233"")","Create new note title ""CLC/CREC Hospice Social Work Progress Note""","","08. Note - New Title","12/12/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8232"", ""8232"")","Create new note title ""CLC/CREC Hospice Social Work Psychosocial Assessment Note""","","08. Note - New Title","12/12/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8229"", ""8229"")","Request deactivation of ""Social Work Palliative Care Outpt"" clinic","","03. Consult Service - Change","12/12/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8228"", ""8228"")","Template for bowel and bladder Assessment for the CREC","","15. **FOR CAC USE ONLY**","12/12/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8227"", ""8227"")","12.12.23--Grant Access to R. Paul--Comm Care BH","","02. Consult Service - Access/Alerts","12/12/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8226"", ""8226"")","New PA - needs note title to connect to consult","","02. Consult Service - Access/Alerts","12/12/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8222"", ""8222"")","New PA Maria Janelle Spears Doesn't Show as a Ortho Provider in CPRS","","12. Other Request or Inquiry","12/12/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8216"", ""8216"")","Access to consult notes for Tari Gatson","","02. Consult Service - Access/Alerts","12/12/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8215"", ""8215"")","Semaglutide (REQUIRES GLP 1 NFDR)","","06. CPRS Menu, Order, or Order Set - Change","12/12/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8214"", ""8214"")","Consult tracking Function- Neurology","","02. Consult Service - Access/Alerts","12/12/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8213"", ""8213"")","Consult Tracking Function- Endocrinology","","02. Consult Service - Access/Alerts","12/12/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8212"", ""8212"")","Move template","","09. Note - Template Request","12/12/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8208"", ""8208"")","Revise MTZ consult menu to include CSP consult","","12. Other Request or Inquiry","12/12/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8207"", ""8207"")","new med on CPRS","","07. CPRS Menu, Order, or Order Set - New","12/11/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8206"", ""8206"")","medication not on CPRS","","07. CPRS Menu, Order, or Order Set - New","12/11/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8205"", ""8205"")","Consult Service for Ugale, Rikki","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8204"", ""8204"")","Create new progress note titled ""CLC/CREC Funeral Planning / Arrangements""","","08. Note - New Title","12/11/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8202"", ""8202"")","Request on behalf of Dr. Mohammed","","12. Other Request or Inquiry","12/11/2023","12/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8201"", ""8201"")","Can we please give consult privileges (receiving, canceling, forwarding etc.) to the 2 care managers","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8200"", ""8200"")","Can we please give consult privileges (receiving, canceling, forwarding etc.) to the 3 care managers","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8199"", ""8199"")","Rita Sharma clinical and admin privileges for the consults listed","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8198"", ""8198"")","Remove from triage group messaging","","12. Other Request or Inquiry","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8197"", ""8197"")","NEW V21 CRH IMMEDIATE SUICIDE RISK CONSULT","","15. **FOR CAC USE ONLY**","12/11/2023","12/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8196"", ""8196"")","Pain and PM&R acupuncture","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8194"", ""8194"")","Request access to groupnotes application","","12. Other Request or Inquiry","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8193"", ""8193"")","OMFS note title: post op note","","08. Note - New Title","12/11/2023","12/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8192"", ""8192"")","1 BHICU","","12. Other Request or Inquiry","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8191"", ""8191"")","Remove access","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8190"", ""8190"")","Getting unnecessary view alerts","","12. Other Request or Inquiry","12/11/2023","12/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=8188"", ""8188"")","Remove alerts","","02. Consult Service - Access/Alerts","12/11/2023","12/11/2023","Completed",
